,text,term,polarity
2988,"Waitstaff is great, very attentive.",Waitstaff,1
2989,The dinner menu is diverse and top-notch as well.,dinner menu,1
2990,IT IS WHAT MODERN CUISINE IS ALL ABOUT.,CUISINE,1
2991,"I don't like Indian food too much and this was delicious, however you want to factor that into the equation.",Indian food,1
2992,"at taj, vegetarians can rejoice-all the dishes are manna from heaven.",dishes,1
2996,I won't go back unless someone else is footing the bill.,bill,-1
2997,"We live in New Jersey and whenever we go into New York City we buy bagels to eat hot and then to freeze (they told me that if I call in the order, they'd bring it out to the car so I wouldn't have to look for parking).",bagels,0
2998,Jimmy's is hands down the hottest night spot in the Bronx.,spot,1
2999,And I would have to agree with the masses in terms of service - delivery is their Achilles' heel.,service,-1
3000,And I would have to agree with the masses in terms of service - delivery is their Achilles' heel.,delivery,-1
3001,"The $300 bill was a bit steep, but the experience was great.",bill,-1
3002,"Nice ambiance, nice little bar, good bartender, Francois, and good service.",bar,1
3003,"Nice ambiance, nice little bar, good bartender, Francois, and good service.",bartender,1
3004,"Nice ambiance, nice little bar, good bartender, Francois, and good service.",service,1
3005,"Nice ambiance, nice little bar, good bartender, Francois, and good service.",ambiance,1
3006,"The calamari comes with an incredible sauce, and the duck noodles are yummy as well.",calamari,1
3007,"The calamari comes with an incredible sauce, and the duck noodles are yummy as well.",sauce,1
3008,"The calamari comes with an incredible sauce, and the duck noodles are yummy as well.",duck noodles,1
3009,I would definitely go back -- if only for some of those exotic martinis on the blackboard.,martinis,1
3010,Simple comfort food and what hot and lage portions.,comfort food,1
3011,Simple comfort food and what hot and lage portions.,portions,1
3012,"Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick.",rolls,-1
3013,"Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick.",menu,0
3014,"Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick.",avocado,-1
3015,"Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick.",rice,-1
3016,We didn't get drink refills and she didn't even offer us the option of dessert.,drink refills,-1
3017,We didn't get drink refills and she didn't even offer us the option of dessert.,dessert,0
3018,The bagels are also reasonably priced for NYC.,bagels,1
3019,The bagels are also reasonably priced for NYC.,priced,1
3020,"If you can handle that, it's a great place for a business dinner, fun with friends or simply a table for 2.",business dinner,1
3021,"If you can handle that, it's a great place for a business dinner, fun with friends or simply a table for 2.",table,1
3022,Decor leaves something to be desired.,Decor,-1
3023,"Also, specify if you like your food spicy- its rather bland if you don't.",food,0
3024,"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.",waiter,1
3025,"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.",place,1
3026,"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.",prices,-1
3027,"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.",food,-1
3028,Coming from Boston this place is like Emma's Pizza in Kendall Square in Cambridge (although they have more funky toppings!),toppings,1
3029,"When my husband and go there, we spend $60.00 (have LOBSTER TAILS UMMMMM need I say more) I can't say any more, it a place you'll never forget If you never go, you'll miss A Meal of your life time",place,1
3030,"When my husband and go there, we spend $60.00 (have LOBSTER TAILS UMMMMM need I say more) I can't say any more, it a place you'll never forget If you never go, you'll miss A Meal of your life time",Meal,1
3031,"When my husband and go there, we spend $60.00 (have LOBSTER TAILS UMMMMM need I say more) I can't say any more, it a place you'll never forget If you never go, you'll miss A Meal of your life time",LOBSTER TAILS,1
3032,"in an effort to increase turnover, the restaurant offers no desserts beyond the complimentary espresso cup filled with chocolate mousse.",espresso cup filled with chocolate mousse,1
3033,"in an effort to increase turnover, the restaurant offers no desserts beyond the complimentary espresso cup filled with chocolate mousse.",desserts,-1
3034,"I've been to this restaurant more than a dozen times and when I'm craving for Pho, Lemon grass chicken or Beef Cube on rice, this is the place to go.",Pho,1
3035,"I've been to this restaurant more than a dozen times and when I'm craving for Pho, Lemon grass chicken or Beef Cube on rice, this is the place to go.",Lemon grass chicken,1
3036,"I've been to this restaurant more than a dozen times and when I'm craving for Pho, Lemon grass chicken or Beef Cube on rice, this is the place to go.",Beef Cube on rice,1
3037,"Oh yes, and if you are a fan of Indian oldies film stars, there are plenty of portraits of Indian actors and actresses in classic black white that adorn the walls, some of which, I would love to know where they obtained.",portraits,1
3038,"The food is spectacular, from the appitizers to the main course, and then of course the desserts, (WOW) you'll need no more.",food,1
3039,"The food is spectacular, from the appitizers to the main course, and then of course the desserts, (WOW) you'll need no more.",appitizers,1
3040,"The food is spectacular, from the appitizers to the main course, and then of course the desserts, (WOW) you'll need no more.",main course,1
3041,"The food is spectacular, from the appitizers to the main course, and then of course the desserts, (WOW) you'll need no more.",desserts,1
3042,My fish was delicious in an incredible curry sauce.,fish,1
3043,My fish was delicious in an incredible curry sauce.,curry sauce,1
3044,If you are in search of the most authentic NYC deli experience look no further than the famous and historic Katz's Deli down on the Lower East Side.,deli,1
3045,"Even upon delivery, their juicy pork buns are quite good . .",pork buns,1
3046,"Average to good Thai food, but terrible delivery.",Thai food,1
3047,"Average to good Thai food, but terrible delivery.",delivery,-1
3048,The space is nice but when we order our drink we were in for a surprise.,space,1
3049,The space is nice but when we order our drink we were in for a surprise.,drink,-1
3050,The entire place and the treatment we received felt as a conveyor belt.,place,-1
3051,Joe's Pizza used to have the best slice until this pizzeria opened up.,slice,1
3052,And they provided a delicious dessert on the house!,dessert,1
